COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF HOSPITALIZATIONS,AGE-ADJUSTED HOSPITALIZATION RATE,COMMENT
Sutter,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Age groups,5–17 years,5–17 years,60,5.6,
Tuolumne,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2019,Age groups,5–17 years,5–17 years,27,1.9,
Yolo,2019,Age groups,5–17 years,5–17 years,11,,Rate not available due to statistical instability
Yuba,2019,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2019,Age groups,18–64 years,18–64 years,7111,2.8,
Alameda,2019,Age groups,18–64 years,18–64 years,295,2.6,
Alpine,2019,Age groups,18–64 years,18–64 years,0,0,
Amador,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2019,Age groups,18–64 years,18–64 years,64,4.7,
Calaveras,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2019,Age groups,18–64 years,18–64 years,202,2.7,
Del Norte,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Age groups,18–64 years,18–64 years,31,2.7,
Fresno,2019,Age groups,18–64 years,18–64 years,204,3.4,
Glenn,2019,Age groups,18–64 years,18–64 years,0,0,
Humboldt,2019,Age groups,18–64 years,18–64 years,31,3.9,
Imperial,2019,Age groups,18–64 years,18–64 years,28,2.5,
Inyo,2019,Age groups,18–64 years,18–64 years,0,0,
Kern,2019,Age groups,18–64 years,18–64 years,126,2.3,
Kings,2019,Age groups,18–64 years,18–64 years,24,3.1,
Lake,2019,Age groups,18–64 years,18–64 years,21,6.8,
Lassen,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Age groups,18–64 years,18–64 years,2150,3.2,
Madera,2019,Age groups,18–64 years,18–64 years,19,1.9,
Marin,2019,Age groups,18–64 years,18–64 years,19,1.1,
Mariposa,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2019,Age groups,18–64 years,18–64 years,60,3.7,
Modoc,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Age groups,18–64 years,18–64 years,73,2.7,
Napa,2019,Age groups,18–64 years,18–64 years,13,1.3,
Nevada,2019,Age groups,18–64 years,18–64 years,13,2.5,
Orange,2019,Age groups,18–64 years,18–64 years,417,2,
Placer,2019,Age groups,18–64 years,18–64 years,38,1.6,
Plumas,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Age groups,18–64 years,18–64 years,399,2.7,
Sacramento,2019,Age groups,18–64 years,18–64 years,349,3.7,
San Benito,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2019,Age groups,18–64 years,18–64 years,455,3.4,
San Diego,2019,Age groups,18–64 years,18–64 years,474,2.3,
San Francisco,2019,Age groups,18–64 years,18–64 years,162,2.7,
San Joaquin,2019,Age groups,18–64 years,18–64 years,132,2.9,
San Luis Obispo,2019,Age groups,18–64 years,18–64 years,25,1.7,
San Mateo,2019,Age groups,18–64 years,18–64 years,60,1.1,
Santa Barbara,2019,Age groups,18–64 years,18–64 years,41,1.6,
Santa Clara,2019,Age groups,18–64 years,18–64 years,228,1.7,
Santa Cruz,2019,Age groups,18–64 years,18–64 years,23,1.4,
Shasta,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2019,Age groups,18–64 years,18–64 years,0,0,
Siskiyou,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2019,Age groups,18–64 years,18–64 years,62,2.2,
Sonoma,2019,Age groups,18–64 years,18–64 years,47,1.4,
Stanislaus,2019,Age groups,18–64 years,18–64 years,150,4.7,
Sutter,2019,Age groups,18–64 years,18–64 years,18,3.1,
Tehama,2019,Age groups,18–64 years,18–64 years,13,4.1,
Trinity,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Age groups,18–64 years,18–64 years,71,2.6,
Tuolumne,2019,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2019,Age groups,18–64 years,18–64 years,119,2.3,
Yolo,2019,Age groups,18–64 years,18–64 years,25,1.9,
Yuba,2019,Age groups,18–64 years,18–64 years,17,3.6,
California,2019,Age groups,65+ years,65+ years,2813,4.7,
Alameda,2019,Age groups,65+ years,65+ years,122,5.1,
Alpine,2019,Age groups,65+ years,65+ years,0,0,
Amador,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2019,Age groups,65+ years,65+ years,91,4.7,
Del Norte,2019,Age groups,65+ years,65+ years,0,0,
El Dorado,2019,Age groups,65+ years,65+ years,13,3.2,
Fresno,2019,Age groups,65+ years,65+ years,48,3.7,
Glenn,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2019,Age groups,65+ years,65+ years,0,0,
Kern,2019,Age groups,65+ years,65+ years,41,3.9,
Kings,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Age groups,65+ years,65+ years,991,6.6,
Madera,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mariposa,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Merced,2019,Age groups,65+ years,65+ years,12,3.7,
Modoc,2019,Age groups,65+ years,65+ years,0,0,
Mono,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Age groups,65+ years,65+ years,29,4.7,
Napa,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2019,Age groups,65+ years,65+ years,193,3.9,
Placer,2019,Age groups,65+ years,65+ years,15,1.8,
Plumas,2019,Age groups,65+ years,65+ years,0,0,
Riverside,2019,Age groups,65+ years,65+ years,117,3.1,
Sacramento,2019,Age groups,65+ years,65+ years,73,3.3,
San Benito,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2019,Age groups,65+ years,65+ years,121,4.8,
San Diego,2019,Age groups,65+ years,65+ years,213,4.2,
San Francisco,2019,Age groups,65+ years,65+ years,89,5.8,
San Joaquin,2019,Age groups,65+ years,65+ years,61,6.2,
San Luis Obispo,2019,Age groups,65+ years,65+ years,12,2,
San Mateo,2019,Age groups,65+ years,65+ years,59,4.3,
Santa Barbara,2019,Age groups,65+ years,65+ years,26,3.7,
Santa Clara,2019,Age groups,65+ years,65+ years,172,5.9,
Santa Cruz,2019,Age groups,65+ years,65+ years,25,5.6,
Shasta,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Sierra,2019,Age groups,65+ years,65+ years,0,0,
Siskiyou,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2019,Age groups,65+ years,65+ years,32,4.3,
Sonoma,2019,Age groups,65+ years,65+ years,25,2.4,
Stanislaus,2019,Age groups,65+ years,65+ years,32,4.4,
Sutter,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Age groups,65+ years,65+ years,13,2.6,
Tuolumne,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2019,Age groups,65+ years,65+ years,61,4.6,
Yolo,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Yuba,2019,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2019,Race/ethnicity,White,All ages,4729,3.3,
Alameda,2019,Race/ethnicity,White,All ages,117,2,
Alpine,2019,Race/ethnicity,White,All ages,0,0,
Amador,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2019,Race/ethnicity,White,All ages,82,5.8,
Calaveras,2019,Race/ethnicity,White,All ages,13,5.1,
Colusa,2019,Race/ethnicity,White,All ages,0,0,
Contra Costa,2019,Race/ethnicity,White,All ages,140,2.4,
Del Norte,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Race/ethnicity,White,All ages,54,4.7,
Fresno,2019,Race/ethnicity,White,All ages,122,4.3,
Glenn,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2019,Race/ethnicity,White,All ages,34,3.6,
Imperial,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2019,Race/ethnicity,White,All ages,110,3.8,
Kings,2019,Race/ethnicity,White,All ages,15,3.4,
Lake,2019,Race/ethnicity,White,All ages,27,7.4,
Lassen,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Race/ethnicity,White,All ages,926,3.3,
Madera,2019,Race/ethnicity,White,All ages,19,4.7,
Marin,2019,Race/ethnicity,White,All ages,31,2.1,
Mariposa,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Race/ethnicity,White,All ages,16,3.6,
Merced,2019,Race/ethnicity,White,All ages,26,3.5,
Modoc,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Race/ethnicity,White,All ages,42,3.3,
Napa,2019,Race/ethnicity,White,All ages,11,,Rate not available due to statistical instability
Nevada,2019,Race/ethnicity,White,All ages,30,5.1,
Orange,2019,Race/ethnicity,White,All ages,407,3.3,
Placer,2019,Race/ethnicity,White,All ages,69,2.9,
Plumas,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Race/ethnicity,White,All ages,309,3.8,
Sacramento,2019,Race/ethnicity,White,All ages,224,3.5,
San Benito,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2019,Race/ethnicity,White,All ages,286,5.1,
San Diego,2019,Race/ethnicity,White,All ages,418,2.8,
San Francisco,2019,Race/ethnicity,White,All ages,81,2.5,
San Joaquin,2019,Race/ethnicity,White,All ages,76,3.3,
San Luis Obispo,2019,Race/ethnicity,White,All ages,49,3.5,
San Mateo,2019,Race/ethnicity,White,All ages,60,1.8,
Santa Barbara,2019,Race/ethnicity,White,All ages,37,1.9,
Santa Clara,2019,Race/ethnicity,White,All ages,159,2.3,
Santa Cruz,2019,Race/ethnicity,White,All ages,43,2.9,
Shasta,2019,Race/ethnicity,White,All ages,31,2.7,
Sierra,2019,Race/ethnicity,White,All ages,0,0,
Siskiyou,2019,Race/ethnicity,White,All ages,11,,Rate not available due to statistical instability
Solano,2019,Race/ethnicity,White,All ages,38,2.3,
Sonoma,2019,Race/ethnicity,White,All ages,63,1.9,
Stanislaus,2019,Race/ethnicity,White,All ages,110,5.5,
Sutter,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tehama,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Trinity,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Race/ethnicity,White,All ages,54,4.8,
Tuolumne,2019,Race/ethnicity,White,All ages,15,5.2,
Ventura,2019,Race/ethnicity,White,All ages,134,3.7,
Yolo,2019,Race/ethnicity,White,All ages,29,3.3,
Yuba,2019,Race/ethnicity,White,All ages,11,,Rate not available due to statistical instability
California,2019,Race/ethnicity,Black,All ages,2982,14,
Alameda,2019,Race/ethnicity,Black,All ages,223,13,
Alpine,2019,Race/ethnicity,Black,All ages,0,0,
Amador,2019,Race/ethnicity,Black,All ages,0,0,
Butte,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2019,Race/ethnicity,Black,All ages,0,0,
Colusa,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2019,Race/ethnicity,Black,All ages,113,11.4,
Del Norte,2019,Race/ethnicity,Black,All ages,0,0,
El Dorado,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2019,Race/ethnicity,Black,All ages,129,25.8,
Glenn,2019,Race/ethnicity,Black,All ages,0,0,
Humboldt,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2019,Race/ethnicity,Black,All ages,0,0,
Kern,2019,Race/ethnicity,Black,All ages,62,13,
Kings,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
